Name	Marker	Curated	Queried	Major_Name
W3D1	Ncam2		Queried	RGC
AC	Nckap5		Queried	AC
AC10	Nckap5		Queried	AC
AC5	Nckap5		Queried	AC
BC5B	Ndnf		Queried	BC
BC7	Ndnf		Queried	BC
M3, M5, OR M6	Ndnf		Queried	RGC
HC	Ndrg1		Queried	HC
PERICYTE	Ndufa4l2		Queried	PERICYTE
AC3	Nebl		Queried	AC
HC	Nebl		Queried	HC
M3, M5, OR M6	Nebl		Queried	RGC
AC6	Nefh	Curated		AC
ROD	Nefl		Queried	ROD
AC46	Nefm	Curated	Queried	AC
ALPHAOFF-S	Nefm		Queried	RGC
ALPHAON-S	Nefm		Queried	RGC
ALPHAON-T	Nefm		Queried	RGC
F-MIDI-OFF	Nefm		Queried	RGC
NOVEL_18	Nefm		Queried	RGC
NOVEL_19	Nefm		Queried	RGC
NOVEL_25	Nefm		Queried	RGC
NOVEL_27	Nefm		Queried	RGC
NOVEL_34	Nefm		Queried	RGC
NOVEL_39	Nefm		Queried	RGC
NT-OODSGC	Nefm		Queried	RGC
RGC	Nefm		Queried	RGC
ROD	Nefm		Queried	ROD
TBR1-S2	Nefm		Queried	RGC
AC	Nell1		Queried	AC
AC16	Nell1		Queried	AC
AC29	Nell1		Queried	AC
AC35	Nell1		Queried	AC
AC45	Nell1		Queried	AC
M1B	Nell1		Queried	RGC
M2	Nell1		Queried	RGC
NOVEL_10	Nell1		Queried	RGC
NOVEL_19	Nell1		Queried	RGC
NOVEL_25	Nell1		Queried	RGC
NOVEL_26	Nell1		Queried	RGC
NOVEL_44	Nell1		Queried	RGC
NT-OODSGC	Nell1		Queried	RGC
RARE CYCLING ASTROCYTE	Nes	Curated		ASTROCYTE
BC2	Neto1	Curated	Queried	BC
N-RGC	Neurod2	Curated		RGC
NOVEL_39	Neurod2	Curated		RGC
BC5D	Neurod4		Queried	BC
AC24	Neurod6	Curated		AC
AC26	Nfia		Queried	AC
AC3	Nfia		Queried	AC
AC40	Nfia		Queried	AC
AC9	Nfia		Queried	AC
BC5A	Nfia		Queried	BC
BC5D	Nfia		Queried	BC
AC28	Nfib	Curated	Queried	AC
BC4	Nfib		Queried	BC
BC5C	Nfib		Queried	BC
NOVEL_20	Nfib		Queried	RGC
AC53	Ngf	Curated		AC
AC10	Nkain2		Queried	AC
AC7	Nkain2		Queried	AC
ALPHAON-T	Nkain2		Queried	RGC
M3, M5, OR M6	Nkain2		Queried	RGC
NOVEL_35	Nkain2		Queried	RGC
AC36	Nkain3		Queried	AC
AC39	Nkain3		Queried	AC
AC61	Nkain3		Queried	AC
J-RGC	Nkain3		Queried	RGC
NOVEL_19	Nkain3		Queried	RGC
NOVEL_30	Nkain3		Queried	RGC
T/NK CELL	Nkg7	Curated		IMMUNE
AC	Nlgn1		Queried	AC
AC15	Nlgn1		Queried	AC
AC45	Nlgn1		Queried	AC
F-MINI-ON	Nlgn1		Queried	RGC
NOVEL_10	Nlgn1		Queried	RGC
NOVEL_29	Nlgn1		Queried	RGC
NOVEL_44	Nlgn1		Queried	RGC
TBR1-S2	Nlgn1		Queried	RGC
M1B	Nmb	Curated		RGC
ALPHAOFF-S	Nme7		Queried	RGC
AC15	Nnat		Queried	AC
AC26	Nnat		Queried	AC
AC37	Nnat		Queried	AC
AC42	Nnat		Queried	AC
AC45	Nnat		Queried	AC
AC51	Nnat		Queried	AC
AC55	Nnat		Queried	AC
BC3B	Nnat	Curated	Queried	BC
BC5B	Nnat		Queried	BC
NOVEL_20	Nnat		Queried	RGC
NOVEL_7	Nnat		Queried	RGC
BC8	Npas3		Queried	BC
M1B	Npas3		Queried	RGC
AC26	Nr4a2		Queried	AC
AC37	Nr4a2		Queried	AC
AC42	Nr4a2		Queried	AC
AC43	Nr4a2		Queried	AC
AC45	Nr4a2		Queried	AC
AC51	Nr4a2		Queried	AC
AC55	Nr4a2		Queried	AC
AC57	Nr4a2		Queried	AC
AC11	Nrg1_ensmusg00000062991		Queried	AC
AC16	Nrg1_ensmusg00000062991		Queried	AC
AC18	Nrg1_ensmusg00000062991		Queried	AC
AC19	Nrg1_ensmusg00000062991		Queried	AC
AC23	Nrg1_ensmusg00000062991		Queried	AC
AC26	Nrg1_ensmusg00000062991		Queried	AC
AC27	Nrg1_ensmusg00000062991		Queried	AC
AC3	Nrg1_ensmusg00000062991		Queried	AC
AC39	Nrg1_ensmusg00000062991		Queried	AC
AC41	Nrg1_ensmusg00000062991		Queried	AC
AC42	Nrg1_ensmusg00000062991		Queried	AC
AC43	Nrg1_ensmusg00000062991		Queried	AC
AC44	Nrg1_ensmusg00000062991		Queried	AC
AC48	Nrg1_ensmusg00000062991		Queried	AC
AC54	Nrg1_ensmusg00000062991		Queried	AC
AC56	Nrg1_ensmusg00000062991		Queried	AC
AC58	Nrg1_ensmusg00000062991		Queried	AC
AC63	Nrg1_ensmusg00000062991		Queried	AC
ALPHAOFF-S	Nrg1_ensmusg00000062991		Queried	RGC
ALPHAON-S	Nrg1_ensmusg00000062991		Queried	RGC
BC8	Nrg1_ensmusg00000062991		Queried	BC
M1A	Nrg1_ensmusg00000062991		Queried	RGC
NOVEL_13	Nrg1_ensmusg00000062991		Queried	RGC
NOVEL_35	Nrg1_ensmusg00000062991		Queried	RGC
NOVEL_36	Nrg1_ensmusg00000062991		Queried	RGC
OODS_CCK_14	Nrg1_ensmusg00000062991		Queried	RGC
TBR1-S1	Nrg1_ensmusg00000062991		Queried	RGC
AC63	Nrg3		Queried	AC
BC5D	Nrg3		Queried	BC
F-MIDI-ON	Nrgn		Queried	RGC
F-MINI-ON	Nrgn		Queried	RGC
NOVEL_13	Nrgn		Queried	RGC
NOVEL_15	Nrgn		Queried	RGC
NOVEL_27	Nrgn		Queried	RGC
TBR1-S1	Nrgn		Queried	RGC
TBR1-S2	Nrgn		Queried	RGC
W3D1	Nrgn		Queried	RGC
DV-OODSGC	Nrn1		Queried	RGC
F-MIDI-ON	Nrn1		Queried	RGC
NOVEL_11	Nrn1		Queried	RGC
NOVEL_18	Nrn1		Queried	RGC
NOVEL_27	Nrn1		Queried	RGC
RGC	Nrn1		Queried	RGC
W3B	Nrn1		Queried	RGC
W3D1	Nrn1		Queried	RGC
W3D2	Nrn1		Queried	RGC
AC10	Nrxn1		Queried	AC
AC28	Ntng1		Queried	AC
AC41	Ntng1		Queried	AC
ALPHAOFF-S	Ntng1		Queried	RGC
BC2	Ntng1		Queried	BC
BC3A	Ntng1		Queried	BC
F-NOVEL	Ntng1		Queried	RGC
NOVEL_10	Ntng1		Queried	RGC
NOVEL_11	Ntng1		Queried	RGC
NOVEL_34	Ntng1		Queried	RGC
NOVEL_37	Ntng1		Queried	RGC
NOVEL_44	Ntng1		Queried	RGC
TBR1-S1	Ntng1		Queried	RGC
TBR1-S2	Ntng1		Queried	RGC
W3L2	Ntrk1	Curated		RGC
AC26	Ntrk3		Queried	AC
BC9	Ntrk3		Queried	BC
J-RGC	Ntrk3		Queried	RGC
M2	Ntrk3		Queried	RGC
NOVEL_8	Ntrk3		Queried	RGC
AC25	Nwd2		Queried	AC
BC5B	Nwd2		Queried	BC
AC13	Nxph1	Curated	Queried	AC
ALPHAOFF-S	Nxph1		Queried	RGC
BC1B	Nxph1		Queried	BC
BC2	Nxph1		Queried	BC
NOVEL_10	Nxph1		Queried	RGC
NOVEL_25	Nxph1		Queried	RGC
NOVEL_26	Nxph1		Queried	RGC
AC19	Nxph2	Curated		AC
IFN-RESPONSE MG	Oasl2	Curated		MG
AC53	Olfm3		Queried	AC
AC6	Olfm3		Queried	AC
HC	Onecut1	Curated		HC
AC22	Opcml		Queried	AC
AC23	Opcml		Queried	AC
AC25	Opcml		Queried	AC
AC28	Opcml		Queried	AC
AC29	Opcml		Queried	AC
AC35	Opcml		Queried	AC
AC52	Opcml		Queried	AC
DV-OODSGC	Opcml		Queried	RGC
M1A	Opcml		Queried	RGC
NOVEL_35	Opcml		Queried	RGC
NOVEL_36	Opcml		Queried	RGC
CONE	Opn1mw		Queried	CONE
CONE	Opn1sw		Queried	CONE
ALPHA-RGC	Opn4	Curated		RGC
ALPHAON-S	Opn4	Curated		RGC
GANGLIONOTHER78	Opn4	Curated		RGC
IPRGC	Opn4	Curated		RGC
M1A	Opn4	Curated	Queried	RGC
M1B	Opn4		Queried	RGC
M2	Opn4		Queried	RGC
AC45	Otor	Curated		AC
PAN-BC	Otx2	Curated		BC
MICROGLIA	P2ry12	Curated		MICROGLIA
AC23	P3h2		Queried	AC
AC6	P3h2		Queried	AC
F-MIDI-ON	P3h2		Queried	RGC
AC3	Pak5		Queried	AC
BC1A	Pals2		Queried	BC
CONE	Pals2		Queried	CONE
F-NOVEL	Pals2		Queried	RGC
AC11	Pantr1		Queried	AC
AC5	Pantr1		Queried	AC
AC56	Pantr1		Queried	AC
AC62	Pappa2	Curated		AC
AC	Pax6	Curated		AC
HC	Pax6	Curated		HC
MG	Pax6	Curated		MG
AC14	Pcdh10		Queried	AC
AC25	Pcdh10		Queried	AC
BC1B	Pcdh10	Curated	Queried	BC
J-RGC	Pcdh10		Queried	RGC
NOVEL_24	Pcdh10		Queried	RGC
NT-OODSGC	Pcdh10		Queried	RGC
TBR1-NOVEL	Pcdh10		Queried	RGC
W3D1	Pcdh10		Queried	RGC
AC26	Pcdh11x		Queried	AC
AC44	Pcdh11x		Queried	AC
BC9	Pcdh11x		Queried	BC
DV-OODSGC	Pcdh11x		Queried	RGC
F-MIDI-OFF	Pcdh11x		Queried	RGC
F-MIDI-ON	Pcdh11x		Queried	RGC
NOVEL_13	Pcdh11x		Queried	RGC
NOVEL_15	Pcdh11x		Queried	RGC
NOVEL_26	Pcdh11x		Queried	RGC
NOVEL_36	Pcdh11x		Queried	RGC
OODS_CCK_14	Pcdh11x		Queried	RGC
AC11	Pcdh15		Queried	AC
AC19	Pcdh15		Queried	AC
AC34	Pcdh15		Queried	AC
AC45	Pcdh15		Queried	AC
AC57	Pcdh15		Queried	AC
CONE	Pcdh15		Queried	CONE
M3, M5, OR M6	Pcdh15		Queried	RGC
NOVEL_26	Pcdh15		Queried	RGC
AC23	Pcdh17		Queried	AC
AC28	Pcdh17		Queried	AC
AC35	Pcdh17		Queried	AC
AC38	Pcdh17		Queried	AC
AC41	Pcdh17		Queried	AC
AC46	Pcdh17		Queried	AC
AC49	Pcdh17		Queried	AC
AC51	Pcdh17		Queried	AC
AC58	Pcdh17		Queried	AC
AC7	Pcdh17	Curated	Queried	AC
ALPHAON-T	Pcdh17		Queried	RGC
BC1A	Pcdh17	Curated	Queried	BC
NOVEL_36	Pcdh17		Queried	RGC
NOVEL_39	Pcdh17		Queried	RGC
NOVEL_44	Pcdh17		Queried	RGC
W3B	Pcdh17		Queried	RGC
J-RGC	Pcdh20	Curated		RGC
NOVEL_18	Pcdh20	Curated		RGC
AC	Pcdh7		Queried	AC
AC13	Pcdh7		Queried	AC
AC16	Pcdh7		Queried	AC
AC2	Pcdh7		Queried	AC
AC20	Pcdh7		Queried	AC
AC32	Pcdh7		Queried	AC
AC34	Pcdh7		Queried	AC
AC36	Pcdh7		Queried	AC
AC38	Pcdh7		Queried	AC
AC39	Pcdh7		Queried	AC
AC42	Pcdh7		Queried	AC
AC55	Pcdh7		Queried	AC
BC5B	Pcdh7		Queried	BC
BC5D	Pcdh7		Queried	BC
BC8	Pcdh7		Queried	BC
F-MINI-ON	Pcdh7		Queried	RGC
MOUSE AC	Pcdh7		Queried	AC
NOVEL_13	Pcdh7		Queried	RGC
NOVEL_26	Pcdh7		Queried	RGC
NOVEL_30	Pcdh7		Queried	RGC
NOVEL_34	Pcdh7		Queried	RGC
NOVEL_37	Pcdh7		Queried	RGC
NT-OODSGC	Pcdh7		Queried	RGC
W3B	Pcdh7		Queried	RGC
W3D2	Pcdh7		Queried	RGC
AC20	Pcdh9		Queried	AC
AC21	Pcdh9		Queried	AC
AC23	Pcdh9		Queried	AC
AC24	Pcdh9		Queried	AC
AC29	Pcdh9		Queried	AC
AC32	Pcdh9		Queried	AC
AC39	Pcdh9		Queried	AC
AC46	Pcdh9		Queried	AC
AC5	Pcdh9		Queried	AC
AC58	Pcdh9		Queried	AC
ALPHAON-T	Pcdh9		Queried	RGC
BC	Pcdh9		Queried	BC
F-MIDI-OFF	Pcdh9		Queried	RGC
M1B	Pcdh9		Queried	RGC
M2	Pcdh9		Queried	RGC
NOVEL_10	Pcdh9		Queried	RGC
NOVEL_18	Pcdh9		Queried	RGC
NOVEL_19	Pcdh9		Queried	RGC
NOVEL_20	Pcdh9		Queried	RGC
NOVEL_24	Pcdh9		Queried	RGC
NOVEL_25	Pcdh9		Queried	RGC
NOVEL_44	Pcdh9		Queried	RGC
NOVEL_8	Pcdh9		Queried	RGC
NT-OODSGC	Pcdh9		Queried	RGC
AC56	Pcp2		Queried	AC
BC3A	Pcp2		Queried	BC
BC5C	Pcp2		Queried	BC
BC7	Pcp2		Queried	BC
RBC	Pcp2		Queried	BC
AC	Pcp4		Queried	AC
AC17	Pcp4		Queried	AC
AC27	Pcp4		Queried	AC
AC34	Pcp4		Queried	AC
AC38	Pcp4		Queried	AC
AC47	Pcp4		Queried	AC
AC5	Pcp4		Queried	AC
BC2	Pcp4		Queried	BC
BC4	Pcp4		Queried	BC
BC5C	Pcp4		Queried	BC
DV-OODSGC	Pcp4		Queried	RGC
M3, M5, OR M6	Pcp4		Queried	RGC
RBC	Pcp4		Queried	BC
ROD	Pcp4		Queried	ROD
TBR1-S1	Pcp4		Queried	RGC
TBR1-S2	Pcp4		Queried	RGC
W3B	Pcp4		Queried	RGC
BC2	Pcp4l1		Queried	BC
F-MIDI-ON	Pcp4l1		Queried	RGC
M3, M5, OR M6	Pcp4l1		Queried	RGC
NOVEL_37	Pcp4l1		Queried	RGC
NT-OODSGC	Pcp4l1		Queried	RGC
AC33	Pde1a		Queried	AC
BC1A	Pde1a		Queried	BC
BC2	Pde1a		Queried	BC
F-MINI-OFF	Pde1a	Curated	Queried	RGC
AC11	Pde3a		Queried	AC
AC56	Pde3a		Queried	AC
AC6	Pde3a		Queried	AC
PERICYTE	Pde3a		Queried	PERICYTE
AC2	Pde4b		Queried	AC
AC27	Pde4b		Queried	AC
ROD	Pde6a	Curated		ROD
CONE	Pde6c		Queried	CONE
ROD	Pde6g		Queried	ROD
CONE	Pde6h		Queried	CONE
AC3	Pde8b		Queried	AC
ASTROCYTE	Pdgfra	Curated		ASTROCYTE
PERICYTE	Pdgfrb	Curated	Queried	PERICYTE
ENDOTHELIAL	Pecam1	Curated		ENDOTHELIAL
AC35	Penk		Queried	AC
AC59	Penk		Queried	AC
CILIARY EPITHELIUM	Penk	Curated		EPITHELIAL
NOVEL_15	Penk		Queried	RGC
NOVEL_19	Penk	Curated	Queried	RGC
NOVEL_20	Penk	Curated	Queried	RGC
NOVEL_26	Penk	Curated	Queried	RGC
W3B	Penk		Queried	RGC
AC27	Pex5l		Queried	AC
NOVEL_11	Pex5l		Queried	RGC
NOVEL_39	Pex5l		Queried	RGC
ROD	Pex5l		Queried	ROD
AC18	Phactr1		Queried	AC
AC34	Phactr1		Queried	AC
W3D1	Phactr1		Queried	RGC
AC49	Phlda1		Queried	AC
AC	Pitpnc1		Queried	AC
AC28	Pitpnc1		Queried	AC
NOVEL_36	Pitpnc1		Queried	RGC
AC	Plcb1		Queried	AC
AC16	Plcb1		Queried	AC
AC26	Plcb1		Queried	AC
AC37	Plcb1		Queried	AC
AC38	Plcb1		Queried	AC
AC50	Plcb1		Queried	AC
AC57	Plcb1		Queried	AC
BC8	Plcb1		Queried	BC
ENDOTHELIAL	Plcb1		Queried	ENDOTHELIAL
NT-OODSGC	Plcb1		Queried	RGC
PERICYTE	Plcl1		Queried	PERICYTE
TBR1-NOVEL	Plpp4	Curated		RGC
ENDOTHELIAL	Pltp		Queried	ENDOTHELIAL
AC59	Plxdc2		Queried	AC
AC16	Plxna4		Queried	AC
AC56	Plxna4		Queried	AC
W3D3	Postn	Curated		RGC
AC41	Pou3f1	Curated		AC
ALPHA-RGC	Pou4f1	Curated		RGC
F-RGC	Pou4f1	Curated		RGC
RGC	Pou4f1	Curated		RGC
F-RGC	Pou4f2	Curated		RGC
RGC	Pou4f2	Curated		RGC
T-RGC	Pou4f2	Curated		RGC
ALPHA-RGC	Pou4f3	Curated		RGC
ALPHAOFF-T	Pou4f3	Curated		RGC
F-RGC	Pou4f3	Curated		RGC
RGC	Pou4f3	Curated		RGC
T-RGC	Pou4f3	Curated		RGC
AC20	Pou6f2		Queried	AC
AC25	Pou6f2		Queried	AC
NOVEL_10	Pou6f2		Queried	RGC
NOVEL_18	Pou6f2		Queried	RGC
NOVEL_30	Pou6f2		Queried	RGC
NOVEL_44	Pou6f2		Queried	RGC
NOVEL_8	Pou6f2		Queried	RGC
OODS_CCK_14	Pou6f2		Queried	RGC
TBR1-S1	Pou6f2		Queried	RGC
W3D1	Pou6f2		Queried	RGC
ASTROCYTE	Ppp1r15a		Queried	ASTROCYTE
AC24	Ppp1r17		Queried	AC
AC30	Ppp1r17		Queried	AC
AC35	Ppp1r17		Queried	AC
W3D1	Ppp1r17		Queried	RGC
F-NOVEL	Prdm8	Curated		RGC
NOVEL_19	Prdm8	Curated		RGC
MG	Prdx6		Queried	MG
3B	Prkar2b	Curated		BC
AC23	Prkca		Queried	AC
AC6	Prkca		Queried	AC
RBC	Prkca		Queried	BC
RBC	Prkca/Pkca	Curated		BC
NOVEL_27	Prkcg	Curated		RGC
NOVEL_8	Prkcq	Curated		RGC
AC	Prkg1		Queried	AC
AC13	Prkg1		Queried	AC
AC24	Prkg1		Queried	AC
AC43	Prkg1		Queried	AC
AC58	Prkg1		Queried	AC
AC7	Prkg1		Queried	AC
AC9	Prkg1		Queried	AC
NOVEL_29	Prlr	Curated		RGC
W3D2	Prokr1	Curated		RGC
AC4	Prom1	Curated		AC
ALPHAON-S	Prph		Queried	RGC
NOVEL_7	Prph		Queried	RGC
BC5B	Prph2		Queried	BC
F-MINI-ON	Ptchd4		Queried	RGC
W3B	Ptchd4		Queried	RGC
AC1	Ptn	Curated	Queried	AC
NOVEL_25	Ptn		Queried	RGC
W3B	Ptn		Queried	RGC
W3D2	Ptn		Queried	RGC
ENDOTHELIAL	Ptprb		Queried	ENDOTHELIAL
MICROGLIA	Ptprc	Curated		MICROGLIA
AC	Ptprk		Queried	AC
AC19	Ptprk		Queried	AC
AC25	Ptprk		Queried	AC
AC40	Ptprk		Queried	AC
AC43	Ptprk		Queried	AC
AC49	Ptprk		Queried	AC
AC50	Ptprk		Queried	AC
AC11	Ptprm		Queried	AC
AC13	Ptprm		Queried	AC
AC23	Ptprm		Queried	AC
AC42	Ptprm		Queried	AC
AC5	Ptprm		Queried	AC
AC56	Ptprm		Queried	AC
AC59	Ptprm		Queried	AC
BC4	Ptprm		Queried	BC
BC6	Ptprm		Queried	BC
ENDOTHELIAL	Ptprm		Queried	ENDOTHELIAL
F-MINI-ON	Ptprm		Queried	RGC
F-NOVEL	Ptprm		Queried	RGC
M1A	Ptprm		Queried	RGC
NOVEL_13	Ptprm		Queried	RGC
W3D1	Ptprm		Queried	RGC
AC53	Ptpro		Queried	AC
AC6	Ptpro		Queried	AC
AC14	Ptprt		Queried	AC
AC15	Ptprt		Queried	AC
AC29	Ptprt		Queried	AC
AC30	Ptprt		Queried	AC
AC38	Ptprt		Queried	AC
AC4	Ptprt		Queried	AC
AC44	Ptprt		Queried	AC
AC54	Ptprt		Queried	AC
AC59	Ptprt		Queried	AC
BC5A	Ptprt		Queried	BC
MOUSE AC	Ptprt		Queried	AC
NOVEL_24	Ptprt		Queried	RGC
BC	Ptprz1		Queried	BC
ALPHAOFF-S	Pvalb		Queried	RGC
ALPHAOFF-T	Pvalb		Queried	RGC
ALPHAON-S	Pvalb		Queried	RGC
ALPHAON-T	Pvalb		Queried	RGC
F-MIDI-OFF	Pvalb		Queried	RGC
F-MIDI-ON	Pvalb		Queried	RGC
F-MINI-ON	Pvalb		Queried	RGC
NOVEL_11	Pvalb		Queried	RGC
NOVEL_24	Pvalb		Queried	RGC
NOVEL_27	Pvalb		Queried	RGC
NOVEL_39	Pvalb		Queried	RGC
TBR1-S2	Pvalb		Queried	RGC
W3D2	Pvalb		Queried	RGC
AC14	Ralyl		Queried	AC
AC18	Ralyl		Queried	AC
AC20	Ralyl		Queried	AC
AC22	Ralyl		Queried	AC
AC26	Ralyl		Queried	AC
AC34	Ralyl		Queried	AC
AC35	Ralyl		Queried	AC
AC43	Ralyl		Queried	AC
AC45	Ralyl		Queried	AC
AC51	Ralyl		Queried	AC
AC58	Ralyl		Queried	AC
AC8	Ralyl		Queried	AC
ALPHAOFF-S	Ralyl		Queried	RGC
DV-OODSGC	Ralyl		Queried	RGC
NOVEL_25	Ralyl		Queried	RGC
TBR1-NOVEL	Ralyl		Queried	RGC
AC32	Ramp3	Curated		AC
AC23	Rasgrp1	Curated		AC
AC1	Rbfox1		Queried	AC
AC17	Rbfox1		Queried	AC
AC3	Rbfox1		Queried	AC
AC33	Rbfox1		Queried	AC
AC34	Rbfox1		Queried	AC
AC46	Rbfox1		Queried	AC
AC52	Rbfox1		Queried	AC
NOVEL_20	Rbfox1		Queried	RGC
RGC	Rbfox1		Queried	RGC
W3D2	Rbfox1		Queried	RGC
AC42	Rbms3		Queried	AC
AC52	Rbms3		Queried	AC
HC	Rbms3		Queried	HC
M1A	Rbms3		Queried	RGC
MOUSE AC	Rbms3		Queried	AC
NOVEL_37	Rbms3		Queried	RGC
PERICYTE	Rbms3		Queried	PERICYTE
RGC	Rbms3		Queried	RGC
BC6	Rbp1		Queried	BC
RPE	Rbp1		Queried	RPE
CONE	Rbp3		Queried	CONE
ENDOTHELIAL	Rbpms	Curated		ENDOTHELIAL
NOVEL_18	Rbpms		Queried	RGC
NOVEL_30	Rbpms		Queried	RGC
NOVEL_35	Rbpms		Queried	RGC
PERICYTE	Rbpms	Curated		PERICYTE
RGC	Rbpms	Curated	Queried	RGC
NOVEL_25	Rbpms2		Queried	RGC
NOVEL_7	Rbpms2		Queried	RGC
W3D1	Rbpms2		Queried	RGC
BC2	Rcvrn	Curated	Queried	BC
RPE	Rdh5	Curated	Queried	RPE
AC37	Reln		Queried	AC
AC7	Reln		Queried	AC
F-MINI-OFF	Reln		Queried	RGC
AC2	Resp18		Queried	AC
AC63	Resp18		Queried	AC
M1A	Resp18		Queried	RGC
M1B	Resp18		Queried	RGC
NOVEL_20	Resp18		Queried	RGC
NOVEL_44	Resp18		Queried	RGC
NEUTROPHIL	Retnlg	Curated		IMMUNE
RPE	Rgr		Queried	RPE
F-MINI-OFF	Rgs10		Queried	RGC
AC42	Rgs2		Queried	AC
NOVEL_24	Rgs2		Queried	RGC
BC7	Rgs3		Queried	BC
HC	Rgs3		Queried	HC
ALPHAON-S	Rgs4		Queried	RGC
DV-OODSGC	Rgs4		Queried	RGC
M2	Rgs4		Queried	RGC
NOVEL_29	Rgs4		Queried	RGC
NOVEL_7	Rgs4		Queried	RGC
NOVEL_8	Rgs4		Queried	RGC
TBR1-S1	Rgs4		Queried	RGC
TBR1-S2	Rgs4		Queried	RGC
AC38	Rgs5		Queried	AC
PERICYTE	Rgs5	Curated	Queried	PERICYTE
AC17	Rgs6		Queried	AC
AC42	Rgs6		Queried	AC
ALPHAON-T	Rgs6		Queried	RGC
F-MINI-OFF	Rgs6		Queried	RGC
M3, M5, OR M6	Rgs6		Queried	RGC
MOUSE AC	Rgs6		Queried	AC
NOVEL_18	Rgs6		Queried	RGC
NOVEL_25	Rgs6		Queried	RGC
NOVEL_36	Rgs6		Queried	RGC
NOVEL_37	Rgs6		Queried	RGC
NOVEL_44	Rgs6		Queried	RGC
NT-OODSGC	Rgs6		Queried	RGC
AC	Rgs7		Queried	AC
BC5D	Rgs7		Queried	BC
ROD	Rho		Queried	ROD
F-NOVEL	Rhox5	Curated		RGC
MG	Rlbp1	Curated	Queried	MG
RPE	Rlbp1	Curated		RPE
AC22	Rnf220		Queried	AC
AC42	Rnf220		Queried	AC
AC43	Rnf220		Queried	AC
AC51	Rnf220		Queried	AC
AC55	Rnf220		Queried	AC
AC8	Rnf220		Queried	AC
AC21	Robo1		Queried	AC
AC23	Robo1		Queried	AC
AC31	Robo1		Queried	AC
AC37	Robo1		Queried	AC
AC43	Robo1		Queried	AC
AC44	Robo1		Queried	AC
AC6	Robo1		Queried	AC
AC63	Robo1		Queried	AC
AC7	Robo1		Queried	AC
F-MIDI-OFF	Robo1		Queried	RGC
NOVEL_10	Robo1		Queried	RGC
AC33	Robo3	Curated		AC
ROD	Rp1		Queried	ROD
RBC	Rpa1	Curated		BC
RPE	Rpe65	Curated	Queried	RPE
BC1A	Rpgrip1		Queried	BC
BC4	Rpgrip1		Queried	BC
BC9	Rpgrip1		Queried	BC
AC11	Rprm		Queried	AC
AC15	Rprm		Queried	AC
F-MIDI-OFF	Rprm		Queried	RGC
F-MINI-OFF	Rprm		Queried	RGC
M1A	Rprm		Queried	RGC
M1B	Rprm		Queried	RGC
TBR1-NOVEL	Rprm		Queried	RGC
TBR1-S1	Rprm		Queried	RGC
CONE	Rtbdn		Queried	CONE
NOVEL_13	Runx1		Queried	RGC
BC6	Ryr3		Queried	BC
HC	Ryr3		Queried	HC
NOVEL_34	Ryr3		Queried	RGC
NEUTROPHIL	S100a9	Curated		IMMUNE
ALPHAON-S	S100b		Queried	RGC
ASTROCYTE	S100b	Curated	Queried	ASTROCYTE
NOVEL_34	S100b		Queried	RGC
NOVEL_39	S100b	Curated	Queried	RGC
ROD	Sag		Queried	ROD
BC	Samsn1		Queried	BC
N-RGC	Satb2	Curated		RGC
AC21	Scg2		Queried	AC
AC23	Scg2		Queried	AC
AC26	Scg2		Queried	AC
AC63	Scg2		Queried	AC
BC	Scg2		Queried	BC
BC2	Scg2		Queried	BC
BC3A	Scg2		Queried	BC
BC5B	Scg2		Queried	BC
BC6	Scg2		Queried	BC
DV-OODSGC	Scg2		Queried	RGC
F-MIDI-ON	Scg2		Queried	RGC
F-NOVEL	Scg2		Queried	RGC
M2	Scg2		Queried	RGC
TBR1-NOVEL	Scg2		Queried	RGC
BC3A	Scgn		Queried	BC
BC4	Scgn		Queried	BC
BC6	Scgn		Queried	BC
CONE BC	Scgn	Curated		BC
AC10	Schip1		Queried	AC
AC22	Schip1		Queried	AC
AC44	Schip1		Queried	AC
AC54	Schip1		Queried	AC
BC5D	Schip1		Queried	BC
F-MINI-ON	Schip1		Queried	RGC
NOVEL_15	Schip1		Queried	RGC
NOVEL_19	Schip1		Queried	RGC
NOVEL_35	Schip1		Queried	RGC
AC16	Sct	Curated		AC
AC	Sdk1		Queried	AC
AC3	Sdk1		Queried	AC
AC39	Sdk1		Queried	AC
AC46	Sdk1		Queried	AC
AC48	Sdk1		Queried	AC
AC8	Sdk1		Queried	AC
ALPHAON-S	Sdk1		Queried	RGC
CYCLING MICROGLIA	Sdk1		Queried	MICROGLIA
M1A	Sdk1		Queried	RGC
M2	Sdk1		Queried	RGC
NOVEL_10	Sdk1		Queried	RGC
NOVEL_11	Sdk1		Queried	RGC
NOVEL_13	Sdk1		Queried	RGC
NOVEL_27	Sdk1		Queried	RGC
NOVEL_44	Sdk1		Queried	RGC
W3D1	Sdk1		Queried	RGC
W3B	Sdk2	Curated		RGC
RBC	Sebox	Curated		BC
MICROGLIA	Selenop		Queried	MICROGLIA
AC20	Sema3a	Curated	Queried	AC
ALPHAON-T	Sema3a		Queried	RGC
OODS_CCK_14	Sema3a		Queried	RGC
AC37	Sema6a		Queried	AC
AC43	Sema6a		Queried	AC
AC51	Sema6a		Queried	AC
AC7	Sema6a		Queried	AC
AC8	Sema6a		Queried	AC
NOVEL_10	Sema6a		Queried	RGC
BC8	Seripini1	Curated		BC
